month_fmt,month,temp,tma_6,tma_60,tma_132
1980/03/01,1980-03-01,0.3,0.3228571429,0.06754098361,0.0430075188
1980/04/01,1980-04-01,0.33,0.3342857143,0.07081967213,0.04541353383
1980/05/01,1980-05-01,0.36,0.3514285714,0.07590163934,0.04676691729
1980/06/01,1980-06-01,0.17,0.3357142857,0.07606557377,0.04661654135
1980/07/01,1980-07-01,0.28,0.3085714286,0.0806557377,0.04834586466
1980/08/01,1980-08-01,0.23,0.2985714286,0.08459016393,0.05022556391
1980/09/01,1980-09-01,0.19,0.2657142857,0.09081967213,0.05142857143
1980/10/01,1980-10-01,0.18,0.2485714286,0.09426229508,0.05210526316
1980/11/01,1980-11-01,0.29,0.2428571429,0.1004918033,0.05330827068
1980/12/01,1980-12-01,0.2,0.22,0.1063934426,0.05383458647
1981/01/01,1981-01-01,0.55,0.2742857143,0.1181967213,0.05586466165
1981/02/01,1981-02-01,0.41,0.2928571429,0.1250819672,0.05827067669
1981/03/01,1981-03-01,0.49,0.33,0.1340983607,0.06030075188
1981/04/01,1981-04-01,0.31,0.3471428571,0.1426229508,0.06203007519
1981/05/01,1981-05-01,0.24,0.3557142857,0.1478688525,0.06315789474
1981/06/01,1981-06-01,0.32,0.36,0.1570491803,0.06586466165
1981/07/01,1981-07-01,0.34,0.38,0.1652459016,0.06857142857
1981/08/01,1981-08-01,0.32,0.3471428571,0.1721311475,0.07112781955
1981/09/01,1981-09-01,0.17,0.3128571429,0.1773770492,0.07308270677
1981/10/01,1981-10-01,0.14,0.2628571429,0.181147541,0.07330827068
1981/11/01,1981-11-01,0.24,0.2528571429,0.1893442623,0.07466165414
1981/12/01,1981-12-01,0.43,0.28,0.1970491803,0.0777443609
1982/01/01,1982-01-01,0.1,0.2485714286,0.1970491803,0.07939849624
1982/02/01,1982-02-01,0.15,0.2214285714,0.1963934426,0.08067669173
1982/03/01,1982-03-01,-0.01,0.1742857143,0.1926229508,0.08203007519
1982/04/01,1982-04-01,0.09,0.1628571429,0.19,0.08398496241
1982/05/01,1982-05-01,0.15,0.1642857143,0.1880327869,0.08571428571
1982/06/01,1982-06-01,0.05,0.1371428571,0.1839344262,0.08646616541
1982/07/01,1982-07-01,0.13,0.09428571429,0.1821311475,0.08887218045
1982/08/01,1982-08-01,0.07,0.09,0.18,0.09022556391
1982/09/01,1982-09-01,0.14,0.08857142857,0.1796721311,0.0915037594
1982/10/01,1982-10-01,0.13,0.1085714286,0.1818032787,0.09278195489
1982/11/01,1982-11-01,0.15,0.1171428571,0.1839344262,0.09436090226
1982/12/01,1982-12-01,0.43,0.1571428571,0.1881967213,0.09796992481
1983/01/01,1983-01-01,0.51,0.2228571429,0.1960655738,0.102481203
1983/02/01,1983-02-01,0.4,0.2614285714,0.2016393443,0.1072932331
1983/03/01,1983-03-01,0.42,0.3114285714,0.2062295082,0.1116541353
1983/04/01,1983-04-01,0.31,0.3357142857,0.2078688525,0.1138345865
1983/05/01,1983-05-01,0.36,0.3685714286,0.2113114754,0.1165413534
1983/06/01,1983-06-01,0.2,0.3757142857,0.2136065574,0.1183458647
1983/07/01,1983-07-01,0.17,0.3385714286,0.2167213115,0.1191729323
1983/08/01,1983-08-01,0.33,0.3128571429,0.2216393443,0.1215789474
1983/09/01,1983-09-01,0.39,0.3114285714,0.2309836066,0.1232330827
1983/10/01,1983-10-01,0.16,0.2742857143,0.2327868852,0.1242857143
1983/11/01,1983-11-01,0.32,0.2757142857,0.2380327869,0.1260150376
1983/12/01,1983-12-01,0.17,0.2485714286,0.2383606557,0.1269924812
1984/01/01,1984-01-01,0.3,0.2628571429,0.2416393443,0.1278195489
1984/02/01,1984-02-01,0.17,0.2628571429,0.2424590164,0.1269172932
1984/03/01,1984-03-01,0.29,0.2571428571,0.248852459,0.1267669173
1984/04/01,1984-04-01,0.08,0.2128571429,0.2472131148,0.1253383459
1984/05/01,1984-05-01,0.33,0.2371428571,0.2504918033,0.1258646617
1984/06/01,1984-06-01,0.05,0.1985714286,0.2504918033,0.1243609023
1984/07/01,1984-07-01,0.17,0.1985714286,0.251147541,0.1242857143
1984/08/01,1984-08-01,0.16,0.1785714286,0.253442623,0.1247368421
1984/09/01,1984-09-01,0.21,0.1842857143,0.2545901639,0.1260902256
1984/10/01,1984-10-01,0.16,0.1657142857,0.2531147541,0.1265413534
1984/11/01,1984-11-01,0.06,0.1628571429,0.2501639344,0.1259398496
1984/12/01,1984-12-01,-0.05,0.1085714286,0.2447540984,0.125112782
1985/01/01,1985-01-01,0.22,0.1328571429,0.2406557377,0.1272180451
1985/02/01,1985-02-01,-0.07,0.09857142857,0.2345901639,0.1278195489
1985/03/01,1985-03-01,0.17,0.1,0.2304918033,0.1312781955
1985/04/01,1985-04-01,0.11,0.08571428571,0.2273770492,0.132556391
1985/05/01,1985-05-01,0.17,0.08714285714,0.2247540984,0.1347368421
1985/06/01,1985-06-01,0.18,0.1042857143,0.2218032787,0.1362406015
1985/07/01,1985-07-01,-0.01,0.11,0.218852459,0.1366165414
1985/08/01,1985-08-01,0.14,0.09857142857,0.216557377,0.1380451128
1985/09/01,1985-09-01,0.15,0.13,0.2152459016,0.1383458647
1985/10/01,1985-10-01,0.11,0.1214285714,0.2139344262,0.14
1985/11/01,1985-11-01,0.08,0.1171428571,0.212295082,0.1412030075
1985/12/01,1985-12-01,0.15,0.1142857143,0.21,0.1428571429
1986/01/01,1986-01-01,0.28,0.1285714286,0.2113114754,0.1456390977
1986/02/01,1986-02-01,0.39,0.1857142857,0.2086885246,0.1480451128
1986/03/01,1986-03-01,0.27,0.2042857143,0.2063934426,0.1496240602
1986/04/01,1986-04-01,0.24,0.2171428571,0.202295082,0.1504511278
1986/05/01,1986-05-01,0.24,0.2357142857,0.201147541,0.1518796992
1986/06/01,1986-06-01,0.11,0.24,0.1990163934,0.1515037594
1986/07/01,1986-07-01,0.11,0.2342857143,0.1955737705,0.1523308271
1986/08/01,1986-08-01,0.12,0.2114285714,0.1919672131,0.1533082707
1986/09/01,1986-09-01,0,0.1557142857,0.1867213115,0.1547368421
1986/10/01,1986-10-01,0.13,0.1357142857,0.1860655738,0.1559398496
1986/11/01,1986-11-01,0.11,0.1171428571,0.1855737705,0.157443609
1986/12/01,1986-12-01,0.16,0.1057142857,0.1842622951,0.1598496241
1987/01/01,1987-01-01,0.36,0.1414285714,0.1831147541,0.1638345865
1987/02/01,1987-02-01,0.45,0.19,0.188852459,0.1672932331
1987/03/01,1987-03-01,0.16,0.1957142857,0.1890163934,0.1689473684
1987/04/01,1987-04-01,0.22,0.2271428571,0.1927868852,0.1721804511
1987/05/01,1987-05-01,0.25,0.2442857143,0.1954098361,0.1746616541
1987/06/01,1987-06-01,0.37,0.2814285714,0.1990163934,0.1792481203
1987/07/01,1987-07-01,0.45,0.3228571429,0.2055737705,0.1838345865
1987/08/01,1987-08-01,0.28,0.3114285714,0.2080327869,0.1866917293
1987/09/01,1987-09-01,0.39,0.3028571429,0.2132786885,0.1907518797
1987/10/01,1987-10-01,0.32,0.3257142857,0.2162295082,0.1938345865
1987/11/01,1987-11-01,0.25,0.33,0.2181967213,0.1976691729
1987/12/01,1987-12-01,0.48,0.3628571429,0.2236065574,0.2015789474
1988/01/01,1988-01-01,0.57,0.3914285714,0.2259016393,0.205112782
1988/02/01,1988-02-01,0.43,0.3885714286,0.2245901639,0.2069172932
1988/03/01,1988-03-01,0.51,0.4214285714,0.2263934426,0.2090977444
1988/04/01,1988-04-01,0.45,0.43,0.2268852459,0.2106015038
1988/05/01,1988-05-01,0.43,0.4457142857,0.228852459,0.2118045113
1988/06/01,1988-06-01,0.43,0.4714285714,0.23,0.2127819549
1988/07/01,1988-07-01,0.34,0.4514285714,0.232295082,0.2135338346
1988/08/01,1988-08-01,0.47,0.4371428571,0.2372131148,0.2155639098
1988/09/01,1988-09-01,0.41,0.4342857143,0.2385245902,0.217443609
1988/10/01,1988-10-01,0.4,0.4185714286,0.2386885246,0.2204511278
1988/11/01,1988-11-01,0.12,0.3714285714,0.2380327869,0.2212030075
1988/12/01,1988-12-01,0.33,0.3571428571,0.2381967213,0.222406015
1989/01/01,1989-01-01,0.15,0.3171428571,0.2378688525,0.2233082707
1989/02/01,1989-02-01,0.35,0.3185714286,0.2386885246,0.2254887218
1989/03/01,1989-03-01,0.37,0.3042857143,0.2419672131,0.2272180451
1989/04/01,1989-04-01,0.33,0.2928571429,0.2426229508,0.2281203008
1989/05/01,1989-05-01,0.16,0.2585714286,0.2439344262,0.2281954887
1989/06/01,1989-06-01,0.14,0.2614285714,0.2408196721,0.2287969925
1989/07/01,1989-07-01,0.33,0.2614285714,0.2454098361,0.2314285714
1989/08/01,1989-08-01,0.37,0.2928571429,0.2486885246,0.2339849624
1989/09/01,1989-09-01,0.37,0.2957142857,0.2521311475,0.2381203008
1989/10/01,1989-10-01,0.32,0.2885714286,0.2539344262,0.2401503759
1989/11/01,1989-11-01,0.2,0.27,0.2545901639,0.2416541353
1989/12/01,1989-12-01,0.38,0.3014285714,0.2598360656,0.2433834586
1990/01/01,1990-01-01,0.4,0.3385714286,0.2672131148,0.2456390977
1990/02/01,1990-02-01,0.41,0.35,0.2703278689,0.2478195489
1990/03/01,1990-03-01,0.76,0.4057142857,0.2839344262,0.2542857143
1990/04/01,1990-04-01,0.55,0.4314285714,0.2901639344,0.2570676692
1990/05/01,1990-05-01,0.46,0.4514285714,0.2959016393,0.2595488722
1990/06/01,1990-06-01,0.38,0.4771428571,0.2993442623,0.2620300752
1990/07/01,1990-07-01,0.43,0.4842857143,0.303442623,0.2642857143
1990/08/01,1990-08-01,0.3,0.47,0.3085245902,0.2663909774
1990/09/01,1990-09-01,0.29,0.4528571429,0.3109836066,0.267518797
1990/10/01,1990-10-01,0.41,0.4028571429,0.3152459016,0.2687218045
1990/11/01,1990-11-01,0.45,0.3885714286,0.3208196721,0.2703007519
1990/12/01,1990-12-01,0.41,0.3814285714,0.3262295082,0.2712781955
1991/01/01,1991-01-01,0.41,0.3857142857,0.3304918033,0.2708270677
1991/02/01,1991-02-01,0.49,0.3942857143,0.3339344262,0.2722556391
1991/03/01,1991-03-01,0.35,0.4014285714,0.3332786885,0.2717293233
1991/04/01,1991-04-01,0.52,0.4342857143,0.3373770492,0.2733834586
1991/05/01,1991-05-01,0.37,0.4285714286,0.3395081967,0.2736842105
1991/06/01,1991-06-01,0.53,0.44,0.3442622951,0.274962406
1991/07/01,1991-07-01,0.47,0.4485714286,0.3501639344,0.2772180451
1991/08/01,1991-08-01,0.39,0.4457142857,0.3547540984,0.2780451128
1991/09/01,1991-09-01,0.48,0.4442857143,0.3606557377,0.279924812
1991/10/01,1991-10-01,0.3,0.4371428571,0.3655737705,0.2807518797
1991/11/01,1991-11-01,0.31,0.4071428571,0.3685245902,0.2817293233
1991/12/01,1991-12-01,0.32,0.4,0.3719672131,0.2819548872
1992/01/01,1992-01-01,0.44,0.3871428571,0.376557377,0.2837593985
1992/02/01,1992-02-01,0.42,0.38,0.3775409836,0.2827819549
1992/03/01,1992-03-01,0.47,0.3914285714,0.3778688525,0.2832330827
1992/04/01,1992-04-01,0.23,0.3557142857,0.3790163934,0.2812781955
1992/05/01,1992-05-01,0.32,0.3585714286,0.3806557377,0.2813533835
1992/06/01,1992-06-01,0.26,0.3514285714,0.3808196721,0.2815037594
1992/07/01,1992-07-01,0.12,0.3228571429,0.3767213115,0.28
1992/08/01,1992-08-01,0.07,0.27,0.3704918033,0.2779699248
1992/09/01,1992-09-01,0,0.21,0.3659016393,0.2755639098
1992/10/01,1992-10-01,0.09,0.1557142857,0.3609836066,0.274962406
1992/11/01,1992-11-01,0.03,0.1271428571,0.3562295082,0.2741353383
1992/12/01,1992-12-01,0.22,0.1128571429,0.3557377049,0.2739849624
1993/01/01,1993-01-01,0.37,0.1285714286,0.3539344262,0.2735338346
1993/02/01,1993-02-01,0.39,0.1671428571,0.3509836066,0.2757142857
1993/03/01,1993-03-01,0.36,0.2085714286,0.3498360656,0.2772932331
1993/04/01,1993-04-01,0.27,0.2471428571,0.3459016393,0.2793984962
1993/05/01,1993-05-01,0.27,0.2728571429,0.3429508197,0.2807518797
1993/06/01,1993-06-01,0.25,0.3042857143,0.34,0.2815037594
1993/07/01,1993-07-01,0.28,0.3128571429,0.3375409836,0.2832330827
1993/08/01,1993-08-01,0.13,0.2785714286,0.3340983607,0.2832330827
1993/09/01,1993-09-01,0.1,0.2371428571,0.3280327869,0.2834586466
1993/10/01,1993-10-01,0.22,0.2171428571,0.3249180328,0.2840601504
1993/11/01,1993-11-01,0.06,0.1871428571,0.3193442623,0.2835338346
1993/12/01,1993-12-01,0.16,0.1714285714,0.32,0.2836090226
1994/01/01,1994-01-01,0.27,0.1742857143,0.3190163934,0.282406015
1994/02/01,1994-02-01,0.02,0.1371428571,0.3168852459,0.2787218045
1994/03/01,1994-03-01,0.26,0.1557142857,0.3154098361,0.2776691729
1994/04/01,1994-04-01,0.4,0.1985714286,0.3159016393,0.277518797
1994/05/01,1994-05-01,0.28,0.2071428571,0.3150819672,0.2772932331
1994/06/01,1994-06-01,0.43,0.26,0.3195081967,0.2778195489
1994/07/01,1994-07-01,0.31,0.2814285714,0.322295082,0.2786466165
1994/08/01,1994-08-01,0.21,0.2728571429,0.3203278689,0.2789473684
1994/09/01,1994-09-01,0.29,0.3114285714,0.3190163934,0.2786466165
1994/10/01,1994-10-01,0.41,0.3328571429,0.3196721311,0.2787969925
1994/11/01,1994-11-01,0.46,0.3414285714,0.3219672131,0.2810526316
1994/12/01,1994-12-01,0.36,0.3528571429,0.3245901639,0.2813533835
1995/01/01,1995-01-01,0.51,0.3642857143,0.3267213115,0.2839097744
1995/02/01,1995-02-01,0.78,0.4314285714,0.3329508197,0.287518797
1995/03/01,1995-03-01,0.45,0.4657142857,0.3336065574,0.2896240602
1995/04/01,1995-04-01,0.47,0.4914285714,0.328852459,0.2909774436
1995/05/01,1995-05-01,0.26,0.47,0.3240983607,0.2923308271
1995/06/01,1995-06-01,0.41,0.4628571429,0.3232786885,0.2929323308
1995/07/01,1995-07-01,0.47,0.4785714286,0.3247540984,0.2960902256
1995/08/01,1995-08-01,0.46,0.4714285714,0.3252459016,0.2982706767
1995/09/01,1995-09-01,0.33,0.4071428571,0.3257377049,0.2995488722
1995/10/01,1995-10-01,0.47,0.41,0.3286885246,0.3015037594
1995/11/01,1995-11-01,0.45,0.4071428571,0.3293442623,0.3036842105
1995/12/01,1995-12-01,0.28,0.41,0.326557377,0.3053383459
1996/01/01,1996-01-01,0.25,0.3871428571,0.3239344262,0.307593985
1996/02/01,1996-02-01,0.48,0.3885714286,0.3250819672,0.3095488722
1996/03/01,1996-03-01,0.32,0.3685714286,0.322295082,0.312481203
1996/04/01,1996-04-01,0.36,0.3728571429,0.3224590164,0.3139097744
1996/05/01,1996-05-01,0.27,0.3442857143,0.3183606557,0.315112782
1996/06/01,1996-06-01,0.25,0.3157142857,0.3163934426,0.3157142857
1996/07/01,1996-07-01,0.36,0.3271428571,0.3136065574,0.3170676692
1996/08/01,1996-08-01,0.48,0.36,0.3137704918,0.3207518797
1996/09/01,1996-09-01,0.25,0.3271428571,0.3114754098,0.3215789474
1996/10/01,1996-10-01,0.19,0.3085714286,0.3067213115,0.3218796992
1996/11/01,1996-11-01,0.41,0.3157142857,0.3085245902,0.3241353383
1996/12/01,1996-12-01,0.4,0.3342857143,0.31,0.3265413534
1997/01/01,1997-01-01,0.32,0.3442857143,0.31,0.3278195489
1997/02/01,1997-02-01,0.38,0.3471428571,0.3090163934,0.3285714286
1997/03/01,1997-03-01,0.53,0.3542857143,0.3108196721,0.3296240602
1997/04/01,1997-04-01,0.36,0.37,0.3090163934,0.3303007519
1997/05/01,1997-05-01,0.36,0.3942857143,0.311147541,0.3312030075
1997/06/01,1997-06-01,0.53,0.4114285714,0.3145901639,0.3333834586
1997/07/01,1997-07-01,0.35,0.4042857143,0.3160655738,0.3351879699
1997/08/01,1997-08-01,0.41,0.4171428571,0.3208196721,0.337443609
1997/09/01,1997-09-01,0.53,0.4385714286,0.3283606557,0.3405263158
1997/10/01,1997-10-01,0.62,0.4514285714,0.3385245902,0.3451879699
1997/11/01,1997-11-01,0.65,0.4928571429,0.347704918,0.3490977444
1997/12/01,1997-12-01,0.59,0.5257142857,0.3568852459,0.3527067669
1998/01/01,1998-01-01,0.6,0.5357142857,0.3631147541,0.3560150376
1998/02/01,1998-02-01,0.9,0.6142857143,0.3718032787,0.360075188
1998/03/01,1998-03-01,0.63,0.6457142857,0.3757377049,0.3614285714
1998/04/01,1998-04-01,0.63,0.66,0.3801639344,0.364962406
1998/05/01,1998-05-01,0.69,0.67,0.3870491803,0.3684962406
1998/06/01,1998-06-01,0.77,0.6871428571,0.3952459016,0.372406015
1998/07/01,1998-07-01,0.68,0.7,0.402295082,0.3747368421
1998/08/01,1998-08-01,0.66,0.7085714286,0.4085245902,0.3763157895
1998/09/01,1998-09-01,0.41,0.6385714286,0.4131147541,0.3772932331
1998/10/01,1998-10-01,0.44,0.6114285714,0.4186885246,0.3776691729
1998/11/01,1998-11-01,0.49,0.5914285714,0.4231147541,0.3789473684
1998/12/01,1998-12-01,0.56,0.5728571429,0.4313114754,0.3812781955
1999/01/01,1999-01-01,0.48,0.5314285714,0.436557377,0.3812781955
1999/02/01,1999-02-01,0.65,0.5271428571,0.4427868852,0.3818796992
1999/03/01,1999-03-01,0.34,0.4814285714,0.4480327869,0.3812030075
1999/04/01,1999-04-01,0.32,0.4685714286,0.4490163934,0.3797744361
1999/05/01,1999-05-01,0.31,0.45,0.4475409836,0.3787218045
1999/06/01,1999-06-01,0.37,0.4328571429,0.4490163934,0.3782706767
1999/07/01,1999-07-01,0.37,0.4057142857,0.4480327869,0.3778195489
1999/08/01,1999-08-01,0.31,0.3814285714,0.4480327869,0.377593985
1999/09/01,1999-09-01,0.41,0.3471428571,0.4513114754,0.3771428571
1999/10/01,1999-10-01,0.39,0.3542857143,0.4529508197,0.3769924812
1999/11/01,1999-11-01,0.38,0.3628571429,0.4524590164,0.3768421053
1999/12/01,1999-12-01,0.43,0.38,0.4519672131,0.3791729323
2000/01/01,2000-01-01,0.24,0.3614285714,0.45,0.3784962406
2000/02/01,2000-02-01,0.56,0.3885714286,0.4508196721,0.3815789474
2000/03/01,2000-03-01,0.57,0.4257142857,0.4473770492,0.3832330827
2000/04/01,2000-04-01,0.57,0.4485714286,0.4493442623,0.3847368421
2000/05/01,2000-05-01,0.36,0.4442857143,0.4475409836,0.384962406
2000/06/01,2000-06-01,0.41,0.4485714286,0.45,0.3868421053
2000/07/01,2000-07-01,0.39,0.4428571429,0.4496721311,0.3887218045
2000/08/01,2000-08-01,0.42,0.4685714286,0.448852459,0.3893984962
2000/09/01,2000-09-01,0.41,0.4471428571,0.4480327869,0.3896992481
2000/10/01,2000-10-01,0.28,0.4057142857,0.4472131148,0.3890225564
2000/11/01,2000-11-01,0.33,0.3714285714,0.4449180328,0.3890977444
2000/12/01,2000-12-01,0.29,0.3614285714,0.442295082,0.3897744361
2001/01/01,2001-01-01,0.42,0.3628571429,0.4445901639,0.390075188
2001/02/01,2001-02-01,0.44,0.37,0.447704918,0.3903759398
2001/03/01,2001-03-01,0.56,0.39,0.4490163934,0.3915037594
2001/04/01,2001-04-01,0.51,0.4042857143,0.4521311475,0.3896240602
2001/05/01,2001-05-01,0.57,0.4457142857,0.4555737705,0.3897744361
2001/06/01,2001-06-01,0.54,0.4757142857,0.46,0.3903759398
2001/07/01,2001-07-01,0.6,0.52,0.4657377049,0.3920300752
2001/08/01,2001-08-01,0.48,0.5285714286,0.467704918,0.392406015
2001/09/01,2001-09-01,0.54,0.5428571429,0.4686885246,0.3942105263
2001/10/01,2001-10-01,0.51,0.5357142857,0.4729508197,0.3958646617
2001/11/01,2001-11-01,0.7,0.5628571429,0.4813114754,0.3980451128
2001/12/01,2001-12-01,0.56,0.5614285714,0.4837704918,0.3988721805
2002/01/01,2002-01-01,0.75,0.5914285714,0.4895081967,0.4014285714
2002/02/01,2002-02-01,0.76,0.6142857143,0.4967213115,0.4040601504
2002/03/01,2002-03-01,0.9,0.6742857143,0.5052459016,0.4071428571
2002/04/01,2002-04-01,0.56,0.6771428571,0.5057377049,0.4087218045
2002/05/01,2002-05-01,0.64,0.6957142857,0.5103278689,0.4096240602
2002/06/01,2002-06-01,0.55,0.6742857143,0.513442623,0.4109774436
2002/07/01,2002-07-01,0.61,0.6814285714,0.5147540984,0.4115789474
2002/08/01,2002-08-01,0.53,0.65,0.517704918,0.4120300752
2002/09/01,2002-09-01,0.63,0.6314285714,0.5213114754,0.4138345865
2002/10/01,2002-10-01,0.55,0.5814285714,0.5216393443,0.4143609023
2002/11/01,2002-11-01,0.58,0.5842857143,0.5209836066,0.4164661654
2002/12/01,2002-12-01,0.44,0.5557142857,0.5175409836,0.417443609
2003/01/01,2003-01-01,0.73,0.5814285714,0.5198360656,0.4205263158
2003/02/01,2003-02-01,0.55,0.5728571429,0.5190163934,0.4213533835
2003/03/01,2003-03-01,0.58,0.58,0.5137704918,0.422556391
2003/04/01,2003-04-01,0.53,0.5657142857,0.5121311475,0.4230075188
2003/05/01,2003-05-01,0.61,0.5742857143,0.5118032787,0.4258646617
2003/06/01,2003-06-01,0.48,0.56,0.5083606557,0.4270676692
2003/07/01,2003-07-01,0.53,0.5728571429,0.5044262295,0.4290977444
2003/08/01,2003-08-01,0.65,0.5614285714,0.5039344262,0.4330827068
2003/09/01,2003-09-01,0.65,0.5757142857,0.5037704918,0.437443609
2003/10/01,2003-10-01,0.74,0.5985714286,0.5091803279,0.4430075188
2003/11/01,2003-11-01,0.53,0.5985714286,0.5106557377,0.4463157895
2003/12/01,2003-12-01,0.73,0.6157142857,0.5145901639,0.4515789474
2004/01/01,2004-01-01,0.59,0.6314285714,0.5150819672,0.4543609023
2004/02/01,2004-02-01,0.72,0.6585714286,0.5190163934,0.4569924812
2004/03/01,2004-03-01,0.64,0.6571428571,0.518852459,0.4588721805
2004/04/01,2004-04-01,0.62,0.6528571429,0.523442623,0.4608270677
2004/05/01,2004-05-01,0.38,0.6014285714,0.5244262295,0.4616541353
2004/06/01,2004-06-01,0.43,0.5871428571,0.5263934426,0.4628571429
2004/07/01,2004-07-01,0.24,0.5171428571,0.5242622951,0.4627819549
2004/08/01,2004-08-01,0.44,0.4957142857,0.5254098361,0.4639849624
2004/09/01,2004-09-01,0.5,0.4642857143,0.5285245902,0.4667669173
2004/10/01,2004-10-01,0.63,0.4628571429,0.5321311475,0.4707518797
2004/11/01,2004-11-01,0.71,0.4757142857,0.5373770492,0.4744360902
2004/12/01,2004-12-01,0.51,0.4942857143,0.5395081967,0.4778195489
2005/01/01,2005-01-01,0.72,0.5357142857,0.5442622951,0.4820300752
2005/02/01,2005-02-01,0.56,0.5814285714,0.5495081967,0.4842105263
2005/03/01,2005-03-01,0.68,0.6157142857,0.5514754098,0.4891729323
2005/04/01,2005-04-01,0.67,0.64,0.5531147541,0.4922556391
2005/05/01,2005-05-01,0.63,0.64,0.5540983607,0.4939849624
2005/06/01,2005-06-01,0.66,0.6328571429,0.5590163934,0.4968421053
2005/07/01,2005-07-01,0.64,0.6514285714,0.5627868852,0.4984210526
2005/08/01,2005-08-01,0.61,0.6357142857,0.5663934426,0.5006766917
2005/09/01,2005-09-01,0.75,0.6628571429,0.5718032787,0.5047368421
2005/10/01,2005-10-01,0.76,0.6742857143,0.5775409836,0.5082706767
2005/11/01,2005-11-01,0.72,0.6814285714,0.5847540984,0.5106015038
2005/12/01,2005-12-01,0.65,0.6842857143,0.59,0.5120300752
2006/01/01,2006-01-01,0.56,0.67,0.5944262295,0.5135338346
2006/02/01,2006-02-01,0.68,0.6757142857,0.5986885246,0.5148120301
2006/03/01,2006-03-01,0.61,0.6757142857,0.6014754098,0.5135338346
2006/04/01,2006-04-01,0.49,0.6385714286,0.6003278689,0.5138345865
2006/05/01,2006-05-01,0.46,0.5957142857,0.5995081967,0.5137593985
2006/06/01,2006-06-01,0.64,0.5842857143,0.6006557377,0.5166165414
2006/07/01,2006-07-01,0.52,0.5657142857,0.6003278689,0.517443609
2006/08/01,2006-08-01,0.7,0.5857142857,0.6019672131,0.5191729323
2006/09/01,2006-09-01,0.62,0.5771428571,0.6042622951,0.5203759398
2006/10/01,2006-10-01,0.67,0.5857142857,0.6063934426,0.5229323308
2006/11/01,2006-11-01,0.69,0.6142857143,0.6093442623,0.5245864662
2006/12/01,2006-12-01,0.74,0.6542857143,0.61,0.5267669173
2007/01/01,2007-01-01,0.95,0.6985714286,0.6163934426,0.5318045113
2007/02/01,2007-02-01,0.7,0.7242857143,0.6155737705,0.5351879699
2007/03/01,2007-03-01,0.68,0.7214285714,0.6142622951,0.5366917293
2007/04/01,2007-04-01,0.73,0.7371428571,0.6114754098,0.5397744361
2007/05/01,2007-05-01,0.66,0.7357142857,0.6131147541,0.5420300752
2007/06/01,2007-06-01,0.59,0.7214285714,0.612295082,0.5444360902
2007/07/01,2007-07-01,0.6,0.7014285714,0.6131147541,0.5470676692
2007/08/01,2007-08-01,0.57,0.6471428571,0.6124590164,0.5486466165
2007/09/01,2007-09-01,0.6,0.6328571429,0.6136065574,0.5495488722
2007/10/01,2007-10-01,0.57,0.6171428571,0.6126229508,0.5519548872
2007/11/01,2007-11-01,0.55,0.5914285714,0.6126229508,0.5546616541
2007/12/01,2007-12-01,0.46,0.5628571429,0.6106557377,0.555037594
2008/01/01,2008-01-01,0.22,0.51,0.6070491803,0.5536842105
2008/02/01,2008-02-01,0.34,0.4728571429,0.6006557377,0.5538345865
2008/03/01,2008-03-01,0.73,0.4957142857,0.6036065574,0.5564661654
2008/04/01,2008-04-01,0.51,0.4828571429,0.6024590164,0.5563157895
2008/05/01,2008-05-01,0.47,0.4685714286,0.6014754098,0.5571428571
2008/06/01,2008-06-01,0.45,0.4542857143,0.598852459,0.5578195489
2008/07/01,2008-07-01,0.59,0.4728571429,0.6006557377,0.5582706767
2008/08/01,2008-08-01,0.43,0.5028571429,0.5990163934,0.5588721805
2008/09/01,2008-09-01,0.63,0.5442857143,0.5986885246,0.5605263158
2008/10/01,2008-10-01,0.63,0.53,0.5983606557,0.5612781955
2008/11/01,2008-11-01,0.65,0.55,0.5968852459,0.5615037594
2008/12/01,2008-12-01,0.53,0.5585714286,0.5968852459,0.5606015038
2009/01/01,2009-01-01,0.61,0.5814285714,0.5949180328,0.5607518797
2009/02/01,2009-02-01,0.51,0.57,0.5936065574,0.560075188
2009/03/01,2009-03-01,0.52,0.5828571429,0.5903278689,0.5572180451
2009/04/01,2009-04-01,0.58,0.5757142857,0.5893442623,0.5568421053
2009/05/01,2009-05-01,0.64,0.5771428571,0.5896721311,0.5569172932
2009/06/01,2009-06-01,0.65,0.5771428571,0.5940983607,0.5566165414
2009/07/01,2009-07-01,0.7,0.6014285714,0.5985245902,0.5560902256
2009/08/01,2009-08-01,0.66,0.6085714286,0.6054098361,0.5559398496
2009/09/01,2009-09-01,0.67,0.6314285714,0.6091803279,0.5560150376
2009/10/01,2009-10-01,0.63,0.6471428571,0.6113114754,0.5576691729
2009/11/01,2009-11-01,0.76,0.6728571429,0.613442623,0.560075188
2009/12/01,2009-12-01,0.65,0.6742857143,0.6124590164,0.5612781955
2010/01/01,2010-01-01,0.73,0.6857142857,0.6160655738,0.562556391
2010/02/01,2010-02-01,0.79,0.6985714286,0.6172131148,0.564887218
2010/03/01,2010-03-01,0.92,0.7357142857,0.6231147541,0.5669172932
2010/04/01,2010-04-01,0.85,0.7614285714,0.6259016393,0.5707518797
2010/05/01,2010-05-01,0.73,0.7757142857,0.6268852459,0.5738345865
2010/06/01,2010-06-01,0.62,0.7557142857,0.6267213115,0.5761654135
